연도,학교종류,시도,학교명,본분교,학교상태,설립,우편번호,주소,전화번호,팩스번호,홈페이지
2013,일반대학,광주,호남신학대학교,본교,기존,사립,503-756,광주 남구 양림동 호남신학대학교,062-650-1552,062-675-1552,www.htus.ac.kr
2013,일반대학,충남,호서대학교,본교,기존,사립,336-795,충남 아산시 배방읍 세출리 165번지 호서대학교,041-540-5114,041-540-5159,www.hoseo.ac.kr
2013,일반대학,서울,홍익대학교,본교,기존,사립,121-791,서울특별시 마포구 와우산로 94(상수동),02-320-1114,02-320-1122,www.hongik.ac.kr/
2013,일반대학,세종,홍익대학교 세종캠퍼스,분교1,기존,사립,339-701,세종특별자치시 조치원읍 세종로 2639 (신안리 300),,,jochiwon.hongik.ac.kr
2013,일반대학,충북,꽃동네대학교,본교,기존,사립,363-823,충북 청원군 현도면 상삼길 133,043-270-0114,043-270-0120,www.kkot.ac.kr
2013,일반대학,광주,남부대학교,본교,기존,사립,506-824,광주 광산구 월계동 864-1,062-970-0001,062-972-6200,www.nambu.ac.kr
2013,일반대학,전북,예원예술대학교,본교,기존,사립,566-822,전북 임실군 신평면 창인리 271,063-640-7114,063-640-7773,www.yewon.ac.kr
2013,일반대학,전북,예원예술대학교 전주캠퍼스,제2캠퍼스,기존,사립,561-211,전북 전주시 덕진구 호성동1가 681-15,063-253-7071,063-253-7073,www.yewon.ac.kr
2013,일반대학,강원,한중대학교,본교,기존,사립,240-713,강원 동해시 지흥동 산119 한중대학교,033-521-9900,033-521-9407,www.HANZHONG.ac.kr
2013,일반대학,전남,목포가톨릭대학교,본교,기존,사립,530-742,전남 목포시 석현동 894-1 목포가톨릭대학교,061-280-5005,061-280-5109,http://www.mcu.ac.kr
2013,일반대학,경남,부산장신대학교,본교,기존,사립,621-747,경남 김해시 김해대로 1894-68(구산동764번지),055-320-2500,055-339-1161,www.bpu.ac.kr
2013,일반대학,충남,금강대학교,본교,기존,사립,320-931,충남 논산시 상월면 대명리 14-9,041-731-3114,041-731-3048,www.ggu.ac.kr
2013,일반대학,경북,대구외국어대학교,본교,기존,사립,712-721,경북 경산시 남천면 남천로 730  대구외국어대학교 ,053-810-7000,053-811-0836,www.dufs.ac.kr
2013,일반대학,전북,예수대학교,본교,기존,사립,560-714,전북 전주시 완산구 중화산동1가 예수대학교,063-230-7700,063-286-2216,www.jesus.ac.kr
2013,일반대학,경남,한국국제대학교,본교,기존,사립,660-845,경남 진주시 문산읍 상문리 산270,055-751-8114,055-761-7407,www.iuk.ac.kr
2013,일반대학,경기,한북대학교,본교,기존,사립,483-777,경기 동두천시 상패동 한북대학교,031-860-1300,031-860-1350,www.hanbuk.ac.kr
2013,일반대학,광주,광주대학교,본교,기존,사립,503-703,광주 남구 진월동 광주대학교,062-670-2114,062-674-0078,www.gwangju.ac.kr
2013,일반대학,대구,경북외국어대학교,본교,기존,사립,702-320,대구 북구 동호동 151번지,053-320-3600,053-320-3610,www.kufs.ac.kr
2013,일반대학,경기,신경대학교,본교,기존,사립,445-741,경기 화성시 남양동 신경대학교 ,031-369-9112,031-369-9116,www.sgu.ac.kr/
2013,일반대학,부산,동명대학교,본교,기존,사립,608-711,부산 남구 용당동 동명대학교,051-629-1000,,tu.ac.kr
2013,일반대학,경남,영산대학교,본교,기존,사립,626-847,경남 양산시 웅상읍 주남리 산150,055-380-9114,055-366-4374,www.ysu.ac.kr
2013,일반대학,부산,영산대학교,제2캠퍼스,기존,사립,612-743,부산 해운대구 반송3동,051-540-7400,051-543-9347,www.ysu.ac.kr
2013,일반대학,대전,대전신학대학교,본교,기존,사립,306-819,대전 대덕구 오정동 226-22,042-606-0114,042-621-0821,www.daejeon.ac.kr
2013,일반대학,충북,중원대학교,본교,기존,사립,367-805,충북 괴산군 괴산읍 동부리  5번지,043-830-8114,043-830-8115,http://www.jwu.ac.kr
2013,일반대학,대전,우송대학교,본교,기존,사립,300-718,대전 동구 자양동 우송대학교 17-2,042-630-9600,042-631-2346,www.woosong.ac.kr
2013,일반대학,경북,김천대학교,본교,기존,사립,740-704,경북 김천시 대학로 214 김천대학교,054-420-4000,054-420-4003,http://www.gimcheon.ac.kr
2013,일반대학,전남,한려대학교,본교,기존,사립,545-704,전남 광양시 한려대길 94-13 (덕례리 1268-1번지),061-760-1114,061-761-6701,www.hanlyo.ac.kr
2013,일반대학,광주,송원대학교,본교,기존,사립,503-742,광주 남구 송암로 73,062-360-5700,062-360-5756,www.songwon.ac.kr
2013,일반대학,경북,경운대학교,본교,기존,사립,730-739,경북 구미시 산동면 강동로 730번지,054-479-1114,054-479-1029,http://www.ikw.ac.kr
2013,일반대학,충남,남서울대학교,본교,기존,사립,330-707,충남 천안시 성환읍 남서울대학교 ,041-580-2000,041-582-2117,http://www.nsu.ac.kr
2013,일반대학,전남,초당대학교,본교,기존,사립,534-701,전남 무안군 무안읍 성남리 초당대학교 ,061-453-4960,061-453-4969,www.chodang.ac.kr
2013,일반대학,경기,한국산업기술대학교,본교,기존,사립,429-793,경기 시흥시 정왕1동 한국산업기술대학교 산기대학로 237 (정왕동),031-8041-0004,031-8041-0009,www.kpu.ac.kr
2013,일반대학,제주,제주국제대학교,본교,기존,사립,690-714,제주 제주시 516로 2870(영평동) ,064-754-0200,064-702-0933,www.jeju.ac.kr
2013,일반대학,경남,창신대학교,본교,학제 변경,사립,630-764,경남 마산시 합성2동 창신대학교,055-250-3000,055-250-3190,www.cs.ac.kr
2013,일반대학,울산,울산과학기술대학교,본교,기존,국립대법인,689-805,울산 울주군 언양읍 반연리 유니스트길 50,052-217-0114,052-217-1169,www.unist.ac.kr
2013,일반대학,대전,한국과학기술원,본교,기존,특별법법인,305-701,대전 유성구 대학로 291 한국과학기술원 ,,,
2013,일반대학,광주,광주과학기술원,본교,기존,특별법법인,500-712,광주 북구 오룡동 광주과학기술원 ,062-715-0114,062-715-2300,www.gist.ac.kr
2013,방송통신대학,서울,한국방송통신대학교,본교,기존,국립,110-791,서울 종로구 동숭동 한국방송통신대학교,02-3668-4114,02-744-5882,www.knou.ac.kr
2013,산업대학,대전,한밭대학교,본교,폐교,국립,305-719,대전 유성구 덕명동 산16-1 한밭대학교 ,042-821-1038,042-825-5395,www.hanbat.ac.kr
2013,산업대학,서울,서울과학기술대학교,본교,폐교,국립,139-743,서울시 노원구 공릉로 232 서울과학기술대학교,02-970-6114,02-975-8110,www.seoultech.ac.kr
2013,산업대학,경기,한경대학교,본교,폐교,국립,456-749,경기 안성시 중앙로 327 (석정동),031-670-5114,,www.hknu.ac.kr
2013,산업대학,경남,진주산업대학교,본교,폐교,국립,660-758,경남 진주시 동진로 33 경남과학기술대학교,055-751-3114,055-751-9554,www.gntech.ac.kr
2013,산업대학,충북,한국교통대학교,본교,폐교,국립,380-702,충북 충주시 대소원면 대학로 50,043-841-5000,043-853-1236,www.ut.ac.kr
2013,산업대학,경기,한국산업기술대학교,본교,폐교,사립,429-793,경기 시흥시 정왕1동 한국산업기술대학교 ,031-8041-0004,031-8041-0009,www.kpu.ac.kr
2013,산업대학,광주,광주대학교(산업대),본교,폐교,사립,503-703,광주 남구 진월동 광주대학교,062-670-2114,062-674-0078,www.gwangju.ac.kr
2013,산업대학,충남,남서울대학교,본교,폐교,사립,330-707,충남 천안시 성환읍 남서울대학교,041-580-2000,041-580-2117,http://www.nsu.ac.kr
2013,산업대학,부산,동명정보대학교,본교,폐교,사립,608-711,부산 남구 용당동 동명정보대학교,,,
2013,산업대학,경남,영산대학교(산업대),본교,폐교,사립,626-790,경남 양산시 웅상읍 주남리 영산대학교양산캠퍼스,055-380-9114,055-366-4374,http://www.ysu.ac.kr
2013,산업대학,부산,영산대학교(산업대),제2캠퍼스,폐교,사립,612-743,부산 해운대구 반송3동 영산대학교부산캠퍼스,055-380-9114,055-366-4374,http://www.ysu.ac.kr
2013,산업대학,대전,우송대학교,본교,폐교,사립,300-718,대전 동구 자양동 우송대학교,042-630-9600,042-631-2346,www.wsu.ac.kr
2013,산업대학,전북,호원대학교,본교,기존,사립,573-718,전북 군산시 임피면 호원대학교,063-450-7114,063-450-7777,www.howon.ac.kr
2013,산업대학,전남,초당대학교,본교,폐교,사립,534-701,전남 무안군 무안읍 성남리 초당대학교,061-453-4960,061-453-4969,www.chodang.ac.kr
2013,산업대학,충남,청운대학교,본교,기존,사립,350-701,충남 홍성군 홍성읍 대학길 25,041-630-3114,041-634-8700,www.chungwoon.ac.kr
2013,산업대학,경북,경운대학교,본교,폐교,사립,730-739,경북 구미시 산동면 강동로 730번지,054-479-1114,054-479-1029,www.ikw.ac.kr
2013,산업대학,전남,한려대학교,본교,폐교,사립,545-704,전남 광양시 광양읍 한려대길 94-13 (덕례리 1268-1번지),061-760-1114,061-761-6701,www.hanlyo.ac.kr
2013,기술대학,서울,정석대학,본교,기존,사립,157-816,서울 강서구 오정로576(공항동),02-2660-5390,02-2660-5394,
2013,각종대학(전문),경기,구세군사관학교,본교,기존,사립,427-806,경기 과천시 중앙동 83-2번지,02-502-9505,02-502-9507,http://www.saotc.ac.kr
2013,각종대학(대학),대전,대전신학교,본교,폐교,사립,306-819,대전 대덕구 오정동 226-22,042-606-0114,042-621-0821,www.daejeon.ac.kr
2013,각종대학(대학),충남,한민학교,본교,기존,사립,320-872,충남 논산시 연산면 신양리 14-2,041-733-6565,041-733-6605,www.hanmin.ac.kr
2013,각종대학(대학),충북,순복음총회신학교,본교,기존,사립,390-851,충북 제천시 덕산면 도전리 486,043-645-5571,043-642-4530,www.kcc.ac.kr
2013,각종대학(대학),서울,한국예술종합학교,본교,기존,특별법국립,136-150,서울 성북구 석관동 ,,,
2013,각종대학(대학),충남,한국전통문화대학교,본교,학교명 변경,국립,323-812,충남 부여군 규암면 합정리 ,041-830-7114,,www.nuch.ac.kr
2013,원격대학(전문),경기,세계사이버대학,본교,기존,사립,464-895,경기 광주시 오포읍 신현리,031-716-9000,031-726-3092,www.world.ac.kr
2013,원격대학(대학),경북,영남사이버대학교,본교,기존,사립,712-881,경북 경산시 남천면 협석리 220-1,053-741-5700,053-742-5700,http://www.yncu.ac.kr
2013,사내대학(전문),경남,삼성중공업공과대학,본교,기존,사립,656-710,경남 거제시 신현읍 삼성중공업거제조선소 기술연수원 내,055-630-2096,055-630-4946,
2013,사내대학(전문),서울,SPC식품과학대학,본교,기존,사립,156-010,서울 동작구 신대방동 593번지,02-6331-3536,02-6331-3536,http://www.spc.co.kr
2013,사내대학(전문),경남,대우조선해양공과대학,본교,신설,사립,656-714,경남 거제시 아주동 대우조선해양(주) ,055-735-9533,055-735-1182,
2013,사내대학(전문),울산,현대중공업공과대학,본교,신설,사립,682-060,울산 동구 전하동 1번지,052-202-2356,052-250-9066,
2013,사내대학(대학),경기,삼성전자공과대학교,본교,기존,사립,449-901,경기 용인시 기흥구 농서동 산24,031-209-7067,031-209-7136,
2013,사내대학(대학),서울,KDB금융대학교,본교,신설,특별법법인,150-973,서울 영등포구 은행로 14 ,02-787-5554,02-787-5595,
2013,사내대학(대학),대전,LH토지주택대학교,본교,신설,특별법법인,305-811,대전광역시 유성구 엑스포로 539번지길 99,,,lhu.lh.or.kr
2013,사이버대학(대학),서울,경희사이버대학교,본교,기존,사립,130-701,서울 동대문구 회기동 1번지 경희사이버대학교,02-3299-8700,02-3299-8529,www.khcu.ac.kr
2013,사이버대학(대학),경기,국제사이버대학교,본교,기존,사립,442-832,경기 수원시 팔달구 인계동 950-12,031-229-6200,031-267-0750,www.gcu.ac
2013,사이버대학(대학),경북,대구사이버대학교,본교,기존,사립,712-714,경북 경산시 진량읍 내리리 15번지 대구사이버대학교,053-850-4000,053-850-4019,www.dcu.ac.kr
2013,사이버대학(대학),부산,부산디지털대학교,본교,기존,사립,617-010,부산 사상구 주례동,051-320-2000,051-320-2787,www.bdu.ac.kr
2013,사이버대학(대학),서울,서울디지털대학교,본교,기존,사립,121-040,서울 마포구 도화동 560번지,00-1644-0982,02-2128-3006,www.sdu.ac.kr
2013,사이버대학(대학),서울,서울사이버대학교,본교,기존,사립,142-700,서울 강북구 솔매로49길 60(미아동 193-15) 서울사이버대학교,02-944-5000,02-980-2222,www.iscu.ac.kr
2013,사이버대학(대학),서울,세종사이버대학교 ,본교,기존,사립,143-150,서울 광진구 군자동 ,02-2204-8000,02-2204-8036,http://sjcu.ac.kr/
2013,사이버대학(대학),서울,열린사이버대학교,본교,기존,사립,110-776,서울 종로구 경운동 운현궁SK허브 102동 3층,02-2197-4200,02-2197-4114,www.ocu.ac.kr
2013,사이버대학(대학),전북,원광디지털대학교,본교,기존,사립,570-749,전북 익산시 익산대로 460(신용동 원광디지털대학교),070-7730-0010,063-843-2855,http://www.wdu.ac.kr
2013,사이버대학(대학),서울,고려사이버대학교,본교,기존,사립,110-800,서울 종로구 계동 1-21,02-6361-1810,02-6361-1800,www.cyberkorea.ac.kr
2013,사이버대학(대학),서울,숭실사이버대학교,본교,학교명 변경,사립,110-340,서울 종로구 삼일대로 30길 ,02-708-7700,02-708-7755,www.kcu.ac
2013,사이버대학(대학),서울,디지털서울문화예술대학교,본교,기존,사립,120-090,서울시 서대문구 통일로 37길 60 (홍제동 318-18),02-2287-0222,02-379-8828,www.scau.ac.kr
2013,사이버대학(대학),서울,한양사이버대학교,본교,기존,사립,133-791,서울 성동구 왕십리로 222,02-2290-0114,02-2290-0600,http://www.hanyangcyber.ac.kr
2013,사이버대학(대학),서울,사이버한국외국어대학교,본교,기존,사립,130-791,서울 동대문구 이문동 한국외국어대학교,02-2173-2580,02-966-6183,www.cufs.ac.kr
2013,사이버대학(대학),부산,화신사이버대학교,본교,기존,사립,611-089,부산 연제구 연산9동 411-2번지,051-850-1414,051-850-1459,www.hscu.ac.kr
2013,사이버대학(대학),충남,글로벌사이버대학교,본교,기존,사립,330-841,충남 천안시 동남구 목천읍 교천지산길 284-88 (지산리 189-4번지),02-3014-5591,041-529-2638,http://www.global.ac.kr
2013,사이버대학(대학),대전,건양사이버대학교,본교,기존,사립,302-243,대전 서구 관저동로 158,042-600-6488,042-600-6519,www.kycu.ac.kr
2013,사이버대학(전문),대구,영진사이버대학,본교,기존,사립,702-721,대구 북구 복현2동 영진전문대학 218,053-940-5500,053-940-5504,www.ycc.ac.kr
2013,사이버대학(전문),경북,한국복지사이버대학,본교,기존,사립,712-881,경북 경산시 남천면 협석리 140번지,053-712-3000,053-815-6500,http://www.corea.ac.kr/
2013,전공대학,서울,국제예술대학,본교,기존,사립,135-010,서울 강남구 논현동 79,02-542-8197,02-517-1392,http://www.kica.ac.kr
2013,전공대학,서울,백석예술대학교,본교,기존,사립,137-848,서울 서초구 방배로9길 23 백석예술대학교,02-520-0700,02-520-0879,www.bau.ac.kr
2013,전공대학,서울,정화예술대학,본교,기존,사립,100-041,서울 중구 남산동 1가 8-1,02-3789-2020,02-775-5082,http://www.jb.ac.kr
2013,전공대학,서울,정화예술대학,제2캠퍼스,기존,사립,100-873,서울 중구 회현동 1가 100-48,02-3789-7181,02-3789-2055,http://www.jb.ac.kr
2013,기능대학,경기,한국정보통신기능대학,본교,기존,사립,464-731,경기 광주시 역동 한국정보통신기능대학 ,031-764-3301,031-767-0072,http://www.icpc.ac.kr
2013,기능대학,서울,한국폴리텍Ⅰ대학 서울정수캠퍼스,본교,기존,사립,140-823,서울 용산구 보광로 73(보광동 238),02-2001-4000,02-2001-4119,http://jungsu.kopo.ac.kr
2013,기능대학,서울,한국폴리텍 I 대학 서울강서캠퍼스,본교,기존,사립,157-010,서울 강서구 화곡동 산60-1,02-2186-5800,02-2186-5819,http://kangseo.kopo.ac.kr
2013,기능대학,경기,한국폴리텍 I 대학 성남캠퍼스,본교,기존,사립,461-711,경기 성남시 수정구 산성동 한국폴리텍I대학성남캠퍼스 ,031-739-4000,031-749-3375,http://seongnam.kopo.ac.kr/
2013,기능대학,인천,한국폴리텍 II 대학 인천캠퍼스,본교,기존,사립,403-719,인천 부평구 구산동 무네미로 448번길 ,032-510-2114,032-519-6059,http://www.kopo.ac.kr
2013,기능대학,인천,한국폴리텍 II 대학 남인천캠퍼스,본교,폐교,사립,402-205,인천 남구 주안5동  1389-2,032-450-0300,032-873-2098,
2013,기능대학,강원,한국폴리텍 III 대학 춘천캠퍼스,본교,기존,사립,200-840,강원 춘천시 동산면 영서로 1290-31,033-260-7600,033-260-7609,chuncheon.kopo.ac.kr
2013,기능대학,강원,한국폴리텍 III 대학 강릉캠퍼스,본교,기존,사립,210-932,강원 강릉시 남산초교길 121,033-610-6110,033-610-6119,http://gangneung.kopo.ac.kr
2013,기능대학,대전,한국폴리텍IV 대학 대전캠퍼스,본교,기존,사립,300-702,대전 동구 우암로 352-21,042-670-0600,042-670-0519,www.kopo.ac.kr
2013,기능대학,충북,한국폴리텍 IV 대학 청주캠퍼스,본교,기존,사립,361-290,충북 청주시 흥덕구 송정동 47번지 한국폴리텍IV대학 청주캠퍼스,043-279-7466,043-279-7477,cheongju.kopo.ac.kr
2013,기능대학,충남,한국폴리텍 IV 대학 아산캠퍼스,본교,기존,사립,336-884,충남 아산시 신창면 행목리 323번지,042-670-0500,041-539-9429,http://asan.kopo.ac.kr/
2013,기능대학,충남,한국폴리텍 IV 대학 홍성캠퍼스,본교,기존,사립,350-803,충남 홍성군 홍성읍 충서로 1200번(남장리 221-1),041-630-3523,041-631-3522,http://hongseong.kopo.ac.kr/
2013,기능대학,광주,한국폴리텍V대학 광주캠퍼스,본교,기존,사립,500-170,광주 북구 운암동 58-1번지,062-519-7114,062-519-7019,gwangju.kopo.ac.kr
2013,기능대학,전북,한국폴리텍 V 대학 김제캠퍼스,본교,기존,사립,576-100,전북 김제시 백학동  84번지,063-540-7600,063-540-7625,gimje.kopo.ac.kr
2013,기능대학,전남,한국폴리텍V대학 목포캠퍼스,본교,기존,사립,534-703,전남 무안군 청계면 영산로 1854-16번지,061-450-7220,061-450-7224,www.kopo.ac.kr
2013,기능대학,전북,한국폴리텍대학 익산캠퍼스,본교,기존,사립,570-210,전북 익산시 어양동 16번지,063-830-3000,063-830-3026,iksan.kopo.ac.kr
2013,기능대학,대구,한국폴리텍대학 대구캠퍼스,본교,기존,사립,703-016,대구 서구 평리5동  1495번지,053-567-0101,053-560-3148,http://daegu.kopo.ac.kr
2013,기능대학,경북,한국폴리텍대학 구미캠퍼스,본교,기존,사립,730-030,경북 구미시 수출대로3길 84,054-461-5241,054-464-2098,http://gumi.kopo.ac.kr/
2013,기능대학,경남,한국폴리텍대학 창원캠퍼스,본교,기존,사립,641-772,경남 창원시 중앙동 한국폴리텍대학 창원캠퍼스,055-279-1700,055-279-1749,http://changwon.kopo.ac.kr
2013,기능대학,부산,한국폴리텍Ⅶ대학 부산캠퍼스,본교,기존,사립,616-741,부산 북구 덕천1동 한국폴리텍Ⅶ대학 부산캠퍼스,051-330-7800,051-332-4801,http://busan.kopo.ac.kr
2013,기능대학,울산,한국폴리텍 VII 대학 울산캠퍼스,본교,기존,사립,681-712,울산 중구 동동 81번지 한국폴리텍VII대학 울산캠퍼스,052-290-1500,052-290-1519,www.ulsan.kopo.ac.kr
2013,기능대학,충남,한국폴리텍대학바이오캠퍼스,본교,기존,사립,320-905,충남 논산시 강경읍 동안로 112번길 48,041-746-7300,041-746-7310,http://bio.kopo.ac.kr
2013,기능대학,대구,한국폴리텍 섬유패션캠퍼스,본교,기존,사립,701-170,대구 동구 봉무동 1558번지,053-980-1110~5,053-980-1129,http://tf.kopo.ac.kr
2013,기능대학,경기,한국폴리텍대학 안성여자캠퍼스,본교,학교명 변경,사립,456-719,경기 안성시 공도읍 송원길 41-12(만정리 349-6),031-650-7300,031-657-2961,http://women.kopo.ac.kr
2013,기능대학,경남,한국폴리텍대학 항공캠퍼스,본교,학교명 변경,사립,664-708,경남 사천시 이금동 438번지 ,055-830-3400,055-830-3414,http://kapc.kopo.ac.kr
